Card   1: 77 45  9 81 96  5 91  3 66 76 |  7 56 66 49 96 58 54 34 37  5 14 85 45 91  9 22 81 50 88 77 76  3 83 93 18
Card   2: 41 49 12 46 39  9 72 78 24 76 |  3 28 60 82  2 26 67 75 37 72 64 46 54 13 85 20 10  9 18 99 58  4 57 80 25
Card   3: 26 93 49 51 21 50 33 69 73 28 | 64 18 76 80 65 89 78 38 37 75 14 91 44 72 94 55 86 98  2  7 99 67 57 93 46
Card   4: 75 85 30 17 82 27 51 28 94 90 |  2  6  1 83 65 21 30 70 22 91 11 26 47 95 59 96 89 49  5 16 29 55 64 69 23
Card   5: 95 59 90 56 69 67 12 57  6 68 | 61 52 76 69 67 40 31 56 55 90 12 68 32 66  2 95 29  6 22 91 70 35 57 81 59
Card   6: 31 71 35 32 36 33 43 74 25 72 | 73 27 22 79 37 83 24 70  4 26 60 56 62 85  3 96 87 48 99 69 38 64 28 51 81
Card   7: 94 41 82 38 26 54 73 93 16 49 | 50 78  2 31 77 99 60 98 29 32 35 87  4 24 21 59 72 45 93 48 86  9 42 90 80
Card   8: 53 57 62 59 72 46 18 65 49 80 | 88  3 22 60 64 10 85 73 92 71 94 69 82 34 78 40 24  5 89 41 20 77 56 36 79
Card   9: 91 56 72 68  1 87 42 13 31 33 | 63 62 10 15 96 83 86 89 98 45 34 66 18 22 30  5 97 57 52 40 93 16 19 44 64
Card  10: 74 25 99 63 19 48 11 65 29 86 |  6 29 19  5 26 97 70 22 18 57  1 82 64 14 74 11 58 28 53 42 47 48 63 27 25
Card  11: 35 23  5 85 15 49 89 43 65 73 | 49 37 95 39  4 65 15 91 43 14 12 70 10 74 75 98 32 89 17 90 81 35 56 51  3
Card  12: 32 92  2 69 89 42 19 76 43 41 | 90 55 78 44 35 80 85 13 34 65 73 62 91 27 53 25 42  1 30 26  2 47 71 33 96
Card  13: 74 72 77 87 33 30 45 73  8 97 |  4 74 64  3 51 29 72 40 96 14 33 38 52  6 76 12 59 78 88 30 77 22 67  9 31
Card  14: 18 22 49 37  9  6 77 56 16 83 | 53 81 63 51 16 26 83 18 31 35 49  2 52 74 15 50 39 72 62 93  9 32 29 84 55
Card  15: 96 82 95 45 58 21  6 43 54 42 | 61 80 89 83 90 30  6 14 39  8  3 38 37 12 44 76 27 47 51 67 13 88 87 77 70
Card  16: 90 48 30 15 38 44 91  7 55 63 | 93 73 60 14 90 61 30 27 95 37 57 63  9 97 10 25 32 86 43 80  2 46 54 76 23
Card  17:  4  7 82 79 12 77  5 15 92 71 | 10 81 32 21 38 61 37 67 28 84 29 97 75 17 30 53 80 70  4 92 68 98 36 39  5
Card  18: 54 82 33  3 79 50 51 90 65 32 | 13 67 21 28 35 42 43 34 89 78 19 38 41 11 51 48 49  7 83 17 36 29 70 33 85
Card  19: 57 15 28 88 92 61 90  6  3 65 | 23 91 10 62 27 84 38 42 89 77 21 73 80 41 75 97 63 81  7 86 50 48 44  1 29
Card  20: 65 98 59 87 19 84  5 38  6 14 | 82 53 47  9 77 34 63 69 30 49 39 37  7 96 20 75 31 85 97 61 35 78 52 18 74
Card  21: 52 18 50 79 85 86 17 49 88 22 | 23 91 25 45 15 86 46 88 64 49 33 35 22 99 63 17 85 31 18 79 52 34 98 53 50
Card  22: 60  8 39 30 61 54 15 44 20 80 |  8 15 39  6 47 12 11 44 42 61 30 54 83 80 20 66  1 40 90 13 68 25 71 60 84
Card  23: 23 81  2 30 19 49  6 98 70 77 | 49  6  2 93 61 23 30 19 35 92  1 81 13 21 43  4 40 70 98 90 10 14 77 76 69
Card  24: 11 20 30 63 69 78 50  9 51 37 | 37 30 38 76 60 85 11 78 51 54 20 63 29 43 69 34  9 16 64 18 96 50 98 84 55
Card  25: 53 59 20 26 28 92 60 18 57 49 | 16 60 91 62 26 55 20  7 56 92 11  6 49 70  9 88 24 57 53 95 59 66 28 27 18
Card  26: 89 28 72 40 43 14 26 92 22 59 | 78 25 10 33 59 14 70 82 41 26 28 90 39 92 63 22 89 69  4 17 43  2 72 40 55
Card  27: 97 46 79 36 43 87 67 99 10 17 | 38  5 92 73 98 66 22 29  1 80 68 55  8 91 40 20 33 21 79  4 10 77  7 60 11
Card  28: 47 57 48 26 51  3 88 64 91 90 | 65 48 20 21 96 76 64 73 88 29 75  5 60  1 57 66 59 51 99 58  3  4 24 97 49
Card  29: 11 81 41 57 27  5 15 38 98 30 | 47 60 91 72 33  1 81 94 15 90 27 59 57 98  5 38 41 25 67 12 69 75 21 11 73
Card  30: 41 31 46 77 20 10 68 48 13 32 | 42  5 12 73 52 33 88  6 24 53 28 70 35 55 43 83 47 51 62 60 78 59 37 67 72
Card  31: 85 24 87 23 34 93 81 47 83  8 | 24 20 38 60 47 70 34  7 14  5  8  1 85 45 97 49 23 53 77 31 81 72 75 52 58
Card  32: 23 22 45 85 84 10 96 51 32 53 | 48 99 91  5 95 52 19 67  7 36 32 26 60 24 85 94 58 11 55 10 45 22 57 98 59
Card  33: 16 41 14  3 93 39 81 29 76 64 |  6 70 18 51 41 97 65  5 24 47 52 43 62  8 58 49 93 64 69 61 54 40 21 99 66
Card  34: 10 89 80 52 68 99 63 66 51 93 | 19 84 51 12 18 47 33 68 14 71 41 85 70 36 13 80  1 55 38  7 17 52 53  2 25
Card  35: 69 61 39 78  3 71 63 13 30 92 | 82 93  4 24  5 83 36 79  8 29 21 15 34 60 59 62 18 90 74 33 58 73 57 72 87
Card  36:  6 14 87 28 78 81 37 80 36 19 | 63 58 27 83  1 98 33  6 10 49 31 36 53 41 85  9 81 22 94 29 52 13 28 21 71
Card  37: 31 16 37 38 10 69 91 44 45 93 | 98 31 44 73 90 30 93 45 72 27 88 84 13 41 80 76 82 64  9 54 43 29 33  2 21
Card  38: 61 74 22 26 75 53 24 64 39 89 | 56 11 54 15 52 95 35 42 55 31 63 60 90 49 62  8 73 50  1 81 48 29 93 75 27
Card  39: 83 17 25 12 22 79 27 53  6 68 |  5 16 84 66 99  8 36 19 46 48 63 92  2 20 98 69 85 93 31 90  7 96 59 23 41
Card  40: 65 70 68 64 93 94 77 55 63 26 | 96 84  8 88 34 28 23 13 73 19  2 75 47 74  5 24 44 98 69 53 87 22 57 58 51
Card  41:  9 70 95 81 27 18 75 13 99 66 | 71 90 58 12 19 56 97  4 51 29 53 21 35 39 93 46  1 89 96 44 86 26  2 92 37
Card  42: 93  4 82 30 29 72 45 91 43 58 | 91 41 90 24 76 11 42  4 26 51 27 35 18 85  6 23 60  1 40 87 55 44 98  2 72
Card  43: 21 37 54 15 98 52 39 84 96 17 | 21  4 71 69 79 98 95 30 28 64 36 52 66 99  3 50 29 72 37 58 56 45 90 61 38
Card  44: 95 67 22 83  6 25 40  8 86 92 | 27 68 24 87 88 67 65 30 16 56 96 93 84 22 21 53 62 72 20 46 51 35 74 41 32
Card  45: 82 26 43 15 64 66 77 84 45 31 | 56 18 24 93  9 85 31 47 43 77 13 50 26 92 51 83 64 60 82 84 71 15 45  5 66
Card  46: 85 45 11 74  7 13 68 61 53 86 | 23 97 85 53 61 11 24 37 45 29 48 13 86 64 14 68 12 40 74 17 79 27  7 39 76
Card  47: 27 79 73 99 39 84 67 28 14 18 | 72 18 54 13 86 44 30 27 99 40 39 41 26  4 63 14 10  3 55 96 21 58 75 71 59
Card  48: 18 22 37 46 38 27 97 30 83 53 | 99 81 30 37 59 96 50 92 27 22  4 48 18 97 11 24 87 78 35 66 72 61 85  8 83
Card  49: 85 93 63 43 54 20 41 94 92 53 | 93 45 90 10 78  3 94 47 26 24 40 20 98 44 25 65 41 95 89 86 57 39 56 70 12
Card  50: 73 94 23  8 50 80 95 55 33 65 | 22 85  6 76 64  7 36  3 56 26 14 73 51 30 54  4 87 12 68 99 67 37 19 45 70
Card  51: 89 92 83 91  2 87 15 22 72 12 | 64 87 45 90 89  2 85 65 91 19 82 92 83 49 22 55 47 53 73 72 12 37 26 59 99
Card  52: 53  6  7 34 18 31 37 35 48 42 | 94 92 19 21  3 45 96 50 28 34 88 32 25 11 89 74 36 91 12 59 47  1 46 65 61
Card  53:  8 24  7 56 52 28 91 76 74 87 |  2 48 23 87 92 67 18 16 26 22 58 50 51 20 96 54 24 11 74  5  7 73 62 33 34
Card  54: 63 28 50 34 44 58 17 32 47 75 | 76  1 85 57 43 80 86 47  5 69 35 98 30 51 61 95 77 21 39 12 26 13 32 66 44
Card  55: 51 63 26 41 60 85 99  8 23 25 | 84 82 51 27 25  8 14 13 52 16 53 43 41 60 15 69 17 94 63 87 33  5 78 79 97
Card  56: 33 57 27  2 19 59 99 47 62 58 | 50 13 56  1 34 23  4 68 16 30 31 51  8 67 73 71 25 88 83 24 42 97 43 11 35
Card  57: 10 12 50 62 52  7 25  8  3 58 | 39 83 15 11 62 18  1 32 51 96 52 57 73  9 42 76 90  2 19 72 80  3 75 64 33
Card  58: 45  7 39  5 37 79 14 55  3 52 | 18 78 83 76 98 74  3 67 62 90  8 40 43 24  2  6 66 31 63 92 49 17 38 99 23
Card  59: 38 51 52  1 61 65 56 82 93 75 |  6 89 63 24 55 15 44 82  4 91 73 87 90 39 92 18 12 33 95 50 52 88 41 78 86
Card  60: 36 20 63 78 46  1 26 60 50  2 | 41 43  8 93  7 39 78  6 45 30 65 96 49 82 12 77 35 37 76 48 27 92 70 79 97
Card  61: 16 27 83 32 65 43 81 75 38 39 | 99 14 20  3 49 69 77 36  4 59 11 88  7 97 48  5 28 44 23 21 87 86  1 63 41
Card  62: 83 54  1 98 73 38 79 48 17 57 | 54 83 18 74 75 50 45 17 76 29 68 38 48 12 73  5  1 98 97 79 22 26 41 63 57
Card  63:  1 97  5 73 31 44  8 45 95 96 | 37 71 69 41 77 58 28 90 70 21 26  9 43 62 39 40 20 17 91 11  2 94 54 86 22
Card  64: 89 90 88 80 97 51 75 38 28 29 |  6  3 88 95 52 66  5  4 44 58 82 77 41 25 33 97 72 28 81 89 22 51 29 47 48
Card  65: 21 37 72 90 36 66 95 15 93 55 | 80 41 31 11 56 50 91 89 24 83  3 29 55 66 92 20 62 36 58 93 73 14 25  1 37
Card  66: 91 24 73 29 75 88 12 15 66 30 | 88 75 81 46 12 78 44 97 91 79 30 83 21 92 58 33 84 72 70 41  7 61  1 64 29
Card  67: 22 99 28 30 97 53  7 33 29 16 |  2 27 75  7 37 46 44 82 47 36 69 88 77 50 58 29 48 67 40 19 68 30 64 22 52
Card  68: 71 41 76 16 39 82  2 97 53 88 | 17 46 75 19 18 70 33 67 14 73 99 98  7  5 93 79 80 81 91 59 52 43 85 62 56
Card  69: 54 98 35 90  3 44  4 26 14 39 | 11 39 23 91 55 26  1 95 30 12 76 50 90 16 77  9 69 14 75 62 59  3 18  5 71
Card  70: 57 66 93 87 92 62 18  9 32 37 |  3 58 18 29 85 70 37 87 21 95 34 25 92  6 62 43 53  5 61 48 42 54 44 98 93
Card  71: 66 57 20 44 80 10 78 73 33 43 | 10 51 12 28 54 95 94 80 56 43  1 25 18 75 87 34 57  6 79  2 68 59 47  5 73
Card  72: 50 27 15 95  4 68 72 90  6 98 | 92 24 23 71 42 40 53 56 51 97 38 10 45 19  8 16 46 80 26 91 59 86  7 41 72
Card  73: 57 29 78 41 15 89 10 74 62 12 | 42 94 30  6 33 77 38 10 15 56 28 87  1 76 43 29 51 53  7 23 24 64  3  4 54
Card  74: 87 75 23 29 53 24 33 90  9 31 | 50 94 34  4 54  7 20 68 28 79 69 39 83 55 40 67 86 82 13 32 45 76 48 58 71
Card  75: 41 21 89 79 10 70 18 26 64 24 | 44 38 23 67 52 62 86 68 20 12 50 48 32 90 81 14 55 99 11 84 43 37 60 82  9
Card  76: 14 61 18 27 39 95 22 44 76 98 | 86 43  7 24 32 85 37  4 20 52 25 62 13 66  3 57 80 75 56 12 67 97 33 38 16
Card  77: 11 68 27 15 25 66 90 37 43 24 | 83 27 23 55 37 29 70 11 66 48 67 24 56 58 25 35 68 91 92 43 18  8 15 90 57
Card  78: 46 38 71 57 12 58  4 24 23 62 | 45  2 72 36 78 25 80 61 57 51 13 15  7  3 60 22  4 31 81 94 14 40 92 62 17
